image_id,modality,organ,annotated_region,source
I19037,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I19038,MRI,Muscle,Lung abnormality,MIDRC
I19039,CT,Brain,Abdomen abnormality,RAD-ChestXR
I19040,MRI,Brain,Muscle abnormality,MIDRC
I19041,CT,Lung,Lung abnormality,RAD-ChestXR
I19042,MRI,Brain,Brain abnormality,MIDRC
I19043,CT,Muscle,Lung abnormality,RAD-ChestXR
I19044,MRI,Muscle,Abdomen abnormality,MIDRC
I19045,CT,Muscle,Brain abnormality,RAD-ChestXR
I19046,MRI,Abdomen,Brain abnormality,MIDRC
I19047,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I19048,MRI,Brain,Brain abnormality,MIDRC
I19049,CT,Brain,Muscle abnormality,RAD-ChestXR
I19050,MRI,Lung,Abdomen abnormality,MIDRC
I19051,CT,Lung,Lung abnormality,RAD-ChestXR
I19052,MRI,Muscle,Lung abnormality,MIDRC
I19053,CT,Abdomen,Lung abnormality,RAD-ChestXR
I19054,MRI,Lung,Muscle abnormality,MIDRC
I19055,CT,Brain,Muscle abnormality,RAD-ChestXR
I19056,MRI,Lung,Lung abnormality,MIDRC
I19057,CT,Abdomen,Brain abnormality,RAD-ChestXR
I19058,MRI,Brain,Abdomen abnormality,MIDRC
I19059,CT,Brain,Muscle abnormality,RAD-ChestXR
I19060,MRI,Brain,Brain abnormality,MIDRC
I19061,CT,Lung,Abdomen abnormality,RAD-ChestXR
I19062,MRI,Muscle,Muscle abnormality,MIDRC
I19063,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I19064,MRI,Brain,Brain abnormality,MIDRC
I19065,CT,Brain,Brain abnormality,RAD-ChestXR
I19066,MRI,Abdomen,Muscle abnormality,MIDRC
I19067,CT,Lung,Muscle abnormality,RAD-ChestXR
I19068,MRI,Brain,Brain abnormality,MIDRC
I19069,CT,Abdomen,Brain abnormality,RAD-ChestXR
I19070,MRI,Lung,Muscle abnormality,MIDRC
I19071,CT,Abdomen,Lung abnormality,RAD-ChestXR
I19072,MRI,Brain,Brain abnormality,MIDRC
I19073,CT,Lung,Muscle abnormality,RAD-ChestXR
I19074,MRI,Muscle,Lung abnormality,MIDRC
I19075,CT,Muscle,Brain abnormality,RAD-ChestXR
I19076,MRI,Muscle,Abdomen abnormality,MIDRC
I19077,CT,Brain,Abdomen abnormality,RAD-ChestXR
I19078,MRI,Muscle,Brain abnormality,MIDRC
I19079,CT,Brain,Brain abnormality,RAD-ChestXR
I19080,MRI,Abdomen,Abdomen abnormality,MIDRC
I19081,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I19082,MRI,Abdomen,Muscle abnormality,MIDRC
I19083,CT,Brain,Brain abnormality,RAD-ChestXR
I19084,MRI,Abdomen,Lung abnormality,MIDRC
I19085,CT,Abdomen,Brain abnormality,RAD-ChestXR
I19086,MRI,Lung,Brain abnormality,MIDRC
I19087,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I19088,MRI,Muscle,Brain abnormality,MIDRC
I19089,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I19090,MRI,Lung,Brain abnormality,MIDRC
I19091,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I19092,MRI,Brain,Abdomen abnormality,MIDRC
I19093,CT,Lung,Muscle abnormality,RAD-ChestXR
I19094,MRI,Muscle,Brain abnormality,MIDRC
I19095,CT,Lung,Abdomen abnormality,RAD-ChestXR
I19096,MRI,Abdomen,Abdomen abnormality,MIDRC
I19097,CT,Abdomen,Brain abnormality,RAD-ChestXR
I19098,MRI,Lung,Abdomen abnormality,MIDRC
I19099,CT,Lung,Muscle abnormality,RAD-ChestXR
I19100,MRI,Brain,Abdomen abnormality,MIDRC
I19101,CT,Lung,Abdomen abnormality,RAD-ChestXR
I19102,MRI,Lung,Brain abnormality,MIDRC
I19103,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I19104,MRI,Muscle,Abdomen abnormality,MIDRC
I19105,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I19106,MRI,Brain,Muscle abnormality,MIDRC
I19107,CT,Brain,Brain abnormality,RAD-ChestXR
I19108,MRI,Abdomen,Abdomen abnormality,MIDRC
I19109,CT,Muscle,Lung abnormality,RAD-ChestXR
I19110,MRI,Brain,Brain abnormality,MIDRC
I19111,CT,Abdomen,Lung abnormality,RAD-ChestXR
I19112,MRI,Abdomen,Muscle abnormality,MIDRC
I19113,CT,Lung,Lung abnormality,RAD-ChestXR
I19114,MRI,Abdomen,Muscle abnormality,MIDRC
I19115,CT,Brain,Abdomen abnormality,RAD-ChestXR
I19116,MRI,Lung,Muscle abnormality,MIDRC
I19117,CT,Muscle,Brain abnormality,RAD-ChestXR
I19118,MRI,Brain,Brain abnormality,MIDRC
I19119,CT,Brain,Muscle abnormality,RAD-ChestXR
I19120,MRI,Brain,Muscle abnormality,MIDRC
I19121,CT,Brain,Brain abnormality,RAD-ChestXR
I19122,MRI,Abdomen,Muscle abnormality,MIDRC
I19123,CT,Abdomen,Brain abnormality,RAD-ChestXR
I19124,MRI,Muscle,Abdomen abnormality,MIDRC
I19125,CT,Muscle,Muscle abnormality,RAD-ChestXR
I19126,MRI,Muscle,Brain abnormality,MIDRC
I19127,CT,Lung,Brain abnormality,RAD-ChestXR
I19128,MRI,Lung,Brain abnormality,MIDRC
I19129,CT,Brain,Brain abnormality,RAD-ChestXR
I19130,MRI,Brain,Abdomen abnormality,MIDRC
I19131,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I19132,MRI,Abdomen,Abdomen abnormality,MIDRC
I19133,CT,Brain,Lung abnormality,RAD-ChestXR
I19134,MRI,Lung,Muscle abnormality,MIDRC
I19135,CT,Muscle,Brain abnormality,RAD-ChestXR
I19136,MRI,Abdomen,Muscle abnormality,MIDRC
I19137,CT,Brain,Brain abnormality,RAD-ChestXR
I19138,MRI,Abdomen,Muscle abnormality,MIDRC
I19139,CT,Brain,Abdomen abnormality,RAD-ChestXR
I19140,MRI,Abdomen,Abdomen abnormality,MIDRC
I19141,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I19142,MRI,Lung,Muscle abnormality,MIDRC
I19143,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I19144,MRI,Muscle,Brain abnormality,MIDRC
I19145,CT,Brain,Abdomen abnormality,RAD-ChestXR
I19146,MRI,Muscle,Muscle abnormality,MIDRC
I19147,CT,Muscle,Muscle abnormality,RAD-ChestXR
I19148,MRI,Abdomen,Brain abnormality,MIDRC
I19149,CT,Brain,Lung abnormality,RAD-ChestXR
I19150,MRI,Muscle,Lung abnormality,MIDRC
I19151,CT,Lung,Brain abnormality,RAD-ChestXR
I19152,MRI,Brain,Lung abnormality,MIDRC
I19153,CT,Muscle,Muscle abnormality,RAD-ChestXR
I19154,MRI,Abdomen,Lung abnormality,MIDRC
I19155,CT,Brain,Abdomen abnormality,RAD-ChestXR
I19156,MRI,Lung,Lung abnormality,MIDRC
I19157,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I19158,MRI,Brain,Muscle abnormality,MIDRC
I19159,CT,Lung,Abdomen abnormality,RAD-ChestXR
I19160,MRI,Abdomen,Brain abnormality,MIDRC
I19161,CT,Abdomen,Lung abnormality,RAD-ChestXR
I19162,MRI,Muscle,Muscle abnormality,MIDRC
I19163,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I19164,MRI,Brain,Brain abnormality,MIDRC
I19165,CT,Lung,Brain abnormality,RAD-ChestXR
I19166,MRI,Brain,Brain abnormality,MIDRC
I19167,CT,Brain,Abdomen abnormality,RAD-ChestXR
I19168,MRI,Muscle,Muscle abnormality,MIDRC
I19169,CT,Brain,Muscle abnormality,RAD-ChestXR
I19170,MRI,Brain,Brain abnormality,MIDRC
I19171,CT,Muscle,Lung abnormality,RAD-ChestXR
I19172,MRI,Abdomen,Lung abnormality,MIDRC
I19173,CT,Muscle,Muscle abnormality,RAD-ChestXR
I19174,MRI,Muscle,Brain abnormality,MIDRC
I19175,CT,Abdomen,Lung abnormality,RAD-ChestXR
I19176,MRI,Lung,Lung abnormality,MIDRC
I19177,CT,Brain,Abdomen abnormality,RAD-ChestXR
I19178,MRI,Muscle,Lung abnormality,MIDRC
I19179,CT,Lung,Brain abnormality,RAD-ChestXR
I19180,MRI,Abdomen,Lung abnormality,MIDRC
I19181,CT,Muscle,Brain abnormality,RAD-ChestXR
I19182,MRI,Brain,Muscle abnormality,MIDRC
I19183,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I19184,MRI,Lung,Abdomen abnormality,MIDRC
I19185,CT,Lung,Brain abnormality,RAD-ChestXR
I19186,MRI,Muscle,Muscle abnormality,MIDRC
I19187,CT,Brain,Brain abnormality,RAD-ChestXR
I19188,MRI,Abdomen,Abdomen abnormality,MIDRC
I19189,CT,Lung,Lung abnormality,RAD-ChestXR
I19190,MRI,Muscle,Abdomen abnormality,MIDRC
I19191,CT,Muscle,Lung abnormality,RAD-ChestXR
I19192,MRI,Lung,Lung abnormality,MIDRC
I19193,CT,Lung,Lung abnormality,RAD-ChestXR
I19194,MRI,Brain,Muscle abnormality,MIDRC
I19195,CT,Muscle,Muscle abnormality,RAD-ChestXR
I19196,MRI,Lung,Lung abnormality,MIDRC
I19197,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I19198,MRI,Brain,Abdomen abnormality,MIDRC
I19199,CT,Muscle,Lung abnormality,RAD-ChestXR
I19200,MRI,Muscle,Brain abnormality,MIDRC
I19201,CT,Brain,Brain abnormality,RAD-ChestXR
I19202,MRI,Brain,Muscle abnormality,MIDRC
I19203,CT,Lung,Lung abnormality,RAD-ChestXR
I19204,MRI,Muscle,Lung abnormality,MIDRC
I19205,CT,Lung,Abdomen abnormality,RAD-ChestXR
I19206,MRI,Muscle,Lung abnormality,MIDRC
I19207,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I19208,MRI,Brain,Lung abnormality,MIDRC
I19209,CT,Brain,Brain abnormality,RAD-ChestXR
I19210,MRI,Abdomen,Abdomen abnormality,MIDRC
I19211,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I19212,MRI,Muscle,Abdomen abnormality,MIDRC
I19213,CT,Brain,Muscle abnormality,RAD-ChestXR
I19214,MRI,Muscle,Muscle abnormality,MIDRC
I19215,CT,Brain,Brain abnormality,RAD-ChestXR
I19216,MRI,Lung,Muscle abnormality,MIDRC
I19217,CT,Brain,Abdomen abnormality,RAD-ChestXR
I19218,MRI,Muscle,Lung abnormality,MIDRC
I19219,CT,Brain,Brain abnormality,RAD-ChestXR
I19220,MRI,Brain,Lung abnormality,MIDRC
I19221,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I19222,MRI,Brain,Muscle abnormality,MIDRC
I19223,CT,Muscle,Lung abnormality,RAD-ChestXR
I19224,MRI,Brain,Abdomen abnormality,MIDRC
I19225,CT,Lung,Muscle abnormality,RAD-ChestXR
I19226,MRI,Brain,Muscle abnormality,MIDRC
I19227,CT,Brain,Brain abnormality,RAD-ChestXR
I19228,MRI,Abdomen,Lung abnormality,MIDRC
I19229,CT,Muscle,Brain abnormality,RAD-ChestXR
I19230,MRI,Brain,Abdomen abnormality,MIDRC
I19231,CT,Muscle,Lung abnormality,RAD-ChestXR
I19232,MRI,Muscle,Muscle abnormality,MIDRC
I19233,CT,Brain,Brain abnormality,RAD-ChestXR
I19234,MRI,Muscle,Abdomen abnormality,MIDRC
I19235,CT,Abdomen,Brain abnormality,RAD-ChestXR
I19236,MRI,Lung,Muscle abnormality,MIDRC
I19237,CT,Lung,Abdomen abnormality,RAD-ChestXR
I19238,MRI,Lung,Abdomen abnormality,MIDRC
I19239,CT,Abdomen,Lung abnormality,RAD-ChestXR
I19240,MRI,Abdomen,Muscle abnormality,MIDRC
I19241,CT,Lung,Lung abnormality,RAD-ChestXR
I19242,MRI,Abdomen,Abdomen abnormality,MIDRC
I19243,CT,Muscle,Brain abnormality,RAD-ChestXR
I19244,MRI,Abdomen,Brain abnormality,MIDRC
I19245,CT,Lung,Abdomen abnormality,RAD-ChestXR
I19246,MRI,Abdomen,Lung abnormality,MIDRC
I19247,CT,Lung,Abdomen abnormality,RAD-ChestXR
I19248,MRI,Brain,Brain abnormality,MIDRC
I19249,CT,Lung,Brain abnormality,RAD-ChestXR
I19250,MRI,Muscle,Muscle abnormality,MIDRC
I19251,CT,Lung,Abdomen abnormality,RAD-ChestXR
I19252,MRI,Lung,Lung abnormality,MIDRC
I19253,CT,Brain,Brain abnormality,RAD-ChestXR
I19254,MRI,Abdomen,Lung abnormality,MIDRC
I19255,CT,Brain,Lung abnormality,RAD-ChestXR
I19256,MRI,Muscle,Lung abnormality,MIDRC
I19257,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I19258,MRI,Lung,Abdomen abnormality,MIDRC
I19259,CT,Abdomen,Brain abnormality,RAD-ChestXR
I19260,MRI,Brain,Abdomen abnormality,MIDRC
I19261,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I19262,MRI,Brain,Brain abnormality,MIDRC
I19263,CT,Lung,Brain abnormality,RAD-ChestXR
I19264,MRI,Muscle,Muscle abnormality,MIDRC
I19265,CT,Brain,Lung abnormality,RAD-ChestXR
I19266,MRI,Lung,Muscle abnormality,MIDRC
I19267,CT,Abdomen,Lung abnormality,RAD-ChestXR
I19268,MRI,Lung,Muscle abnormality,MIDRC
I19269,CT,Muscle,Muscle abnormality,RAD-ChestXR
I19270,MRI,Brain,Lung abnormality,MIDRC
I19271,CT,Lung,Brain abnormality,RAD-ChestXR
I19272,MRI,Muscle,Brain abnormality,MIDRC
I19273,CT,Brain,Lung abnormality,RAD-ChestXR
I19274,MRI,Lung,Lung abnormality,MIDRC
I19275,CT,Abdomen,Lung abnormality,RAD-ChestXR
I19276,MRI,Abdomen,Brain abnormality,MIDRC
I19277,CT,Muscle,Brain abnormality,RAD-ChestXR
I19278,MRI,Lung,Lung abnormality,MIDRC
I19279,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I19280,MRI,Muscle,Abdomen abnormality,MIDRC
I19281,CT,Lung,Muscle abnormality,RAD-ChestXR
I19282,MRI,Abdomen,Brain abnormality,MIDRC
I19283,CT,Muscle,Brain abnormality,RAD-ChestXR
I19284,MRI,Lung,Lung abnormality,MIDRC
I19285,CT,Brain,Muscle abnormality,RAD-ChestXR
I19286,MRI,Muscle,Muscle abnormality,MIDRC
I19287,CT,Muscle,Lung abnormality,RAD-ChestXR
I19288,MRI,Muscle,Abdomen abnormality,MIDRC
I19289,CT,Muscle,Brain abnormality,RAD-ChestXR
I19290,MRI,Abdomen,Lung abnormality,MIDRC
I19291,CT,Brain,Brain abnormality,RAD-ChestXR
I19292,MRI,Muscle,Brain abnormality,MIDRC
I19293,CT,Brain,Brain abnormality,RAD-ChestXR
I19294,MRI,Muscle,Lung abnormality,MIDRC
I19295,CT,Brain,Muscle abnormality,RAD-ChestXR
I19296,MRI,Muscle,Lung abnormality,MIDRC
I19297,CT,Abdomen,Brain abnormality,RAD-ChestXR
I19298,MRI,Lung,Abdomen abnormality,MIDRC
I19299,CT,Brain,Brain abnormality,RAD-ChestXR
I19300,MRI,Abdomen,Muscle abnormality,MIDRC
I19301,CT,Abdomen,Lung abnormality,RAD-ChestXR
I19302,MRI,Abdomen,Brain abnormality,MIDRC
I19303,CT,Lung,Muscle abnormality,RAD-ChestXR
I19304,MRI,Lung,Muscle abnormality,MIDRC
I19305,CT,Brain,Muscle abnormality,RAD-ChestXR
I19306,MRI,Lung,Brain abnormality,MIDRC
I19307,CT,Lung,Lung abnormality,RAD-ChestXR
I19308,MRI,Brain,Abdomen abnormality,MIDRC
I19309,CT,Muscle,Muscle abnormality,RAD-ChestXR
I19310,MRI,Lung,Abdomen abnormality,MIDRC
I19311,CT,Lung,Muscle abnormality,RAD-ChestXR
I19312,MRI,Lung,Brain abnormality,MIDRC
I19313,CT,Lung,Abdomen abnormality,RAD-ChestXR
I19314,MRI,Lung,Muscle abnormality,MIDRC
I19315,CT,Brain,Muscle abnormality,RAD-ChestXR
I19316,MRI,Abdomen,Abdomen abnormality,MIDRC
I19317,CT,Brain,Abdomen abnormality,RAD-ChestXR
I19318,MRI,Lung,Muscle abnormality,MIDRC
I19319,CT,Muscle,Lung abnormality,RAD-ChestXR
I19320,MRI,Brain,Lung abnormality,MIDRC
I19321,CT,Lung,Lung abnormality,RAD-ChestXR
I19322,MRI,Abdomen,Lung abnormality,MIDRC
I19323,CT,Brain,Abdomen abnormality,RAD-ChestXR
I19324,MRI,Muscle,Muscle abnormality,MIDRC
I19325,CT,Brain,Lung abnormality,RAD-ChestXR
I19326,MRI,Brain,Muscle abnormality,MIDRC
I19327,CT,Muscle,Brain abnormality,RAD-ChestXR
I19328,MRI,Lung,Muscle abnormality,MIDRC
I19329,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I19330,MRI,Abdomen,Muscle abnormality,MIDRC
I19331,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I19332,MRI,Muscle,Brain abnormality,MIDRC
I19333,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I19334,MRI,Brain,Muscle abnormality,MIDRC
I19335,CT,Abdomen,Lung abnormality,RAD-ChestXR
I19336,MRI,Lung,Abdomen abnormality,MIDRC
I19337,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I19338,MRI,Brain,Muscle abnormality,MIDRC
I19339,CT,Lung,Brain abnormality,RAD-ChestXR
I19340,MRI,Abdomen,Abdomen abnormality,MIDRC
I19341,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I19342,MRI,Abdomen,Brain abnormality,MIDRC
I19343,CT,Abdomen,Lung abnormality,RAD-ChestXR
I19344,MRI,Abdomen,Muscle abnormality,MIDRC
I19345,CT,Lung,Muscle abnormality,RAD-ChestXR
I19346,MRI,Abdomen,Brain abnormality,MIDRC
I19347,CT,Brain,Brain abnormality,RAD-ChestXR
I19348,MRI,Muscle,Brain abnormality,MIDRC
I19349,CT,Lung,Abdomen abnormality,RAD-ChestXR
I19350,MRI,Abdomen,Brain abnormality,MIDRC
I19351,CT,Lung,Brain abnormality,RAD-ChestXR
I19352,MRI,Brain,Lung abnormality,MIDRC
I19353,CT,Lung,Muscle abnormality,RAD-ChestXR
I19354,MRI,Lung,Brain abnormality,MIDRC
I19355,CT,Lung,Brain abnormality,RAD-ChestXR
I19356,MRI,Brain,Brain abnormality,MIDRC
I19357,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I19358,MRI,Brain,Brain abnormality,MIDRC
I19359,CT,Brain,Abdomen abnormality,RAD-ChestXR
I19360,MRI,Lung,Abdomen abnormality,MIDRC
I19361,CT,Muscle,Lung abnormality,RAD-ChestXR
I19362,MRI,Abdomen,Brain abnormality,MIDRC
I19363,CT,Abdomen,Brain abnormality,RAD-ChestXR
I19364,MRI,Brain,Abdomen abnormality,MIDRC
I19365,CT,Abdomen,Lung abnormality,RAD-ChestXR
I19366,MRI,Muscle,Abdomen abnormality,MIDRC
I19367,CT,Brain,Lung abnormality,RAD-ChestXR
I19368,MRI,Abdomen,Brain abnormality,MIDRC
I19369,CT,Lung,Abdomen abnormality,RAD-ChestXR
I19370,MRI,Brain,Muscle abnormality,MIDRC
I19371,CT,Brain,Abdomen abnormality,RAD-ChestXR
I19372,MRI,Abdomen,Lung abnormality,MIDRC
I19373,CT,Lung,Brain abnormality,RAD-ChestXR
I19374,MRI,Abdomen,Lung abnormality,MIDRC
I19375,CT,Abdomen,Brain abnormality,RAD-ChestXR
I19376,MRI,Lung,Abdomen abnormality,MIDRC
I19377,CT,Brain,Lung abnormality,RAD-ChestXR
I19378,MRI,Abdomen,Brain abnormality,MIDRC
I19379,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I19380,MRI,Brain,Brain abnormality,MIDRC
I19381,CT,Brain,Brain abnormality,RAD-ChestXR
I19382,MRI,Abdomen,Lung abnormality,MIDRC
I19383,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I19384,MRI,Brain,Muscle abnormality,MIDRC
I19385,CT,Lung,Lung abnormality,RAD-ChestXR
I19386,MRI,Abdomen,Lung abnormality,MIDRC
I19387,CT,Brain,Muscle abnormality,RAD-ChestXR
I19388,MRI,Muscle,Muscle abnormality,MIDRC
I19389,CT,Lung,Brain abnormality,RAD-ChestXR
I19390,MRI,Muscle,Muscle abnormality,MIDRC
I19391,CT,Lung,Abdomen abnormality,RAD-ChestXR
I19392,MRI,Muscle,Abdomen abnormality,MIDRC
I19393,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I19394,MRI,Muscle,Lung abnormality,MIDRC
I19395,CT,Brain,Abdomen abnormality,RAD-ChestXR
I19396,MRI,Abdomen,Brain abnormality,MIDRC
I19397,CT,Brain,Abdomen abnormality,RAD-ChestXR
I19398,MRI,Abdomen,Lung abnormality,MIDRC
I19399,CT,Lung,Muscle abnormality,RAD-ChestXR
I19400,MRI,Lung,Abdomen abnormality,MIDRC
I19401,CT,Muscle,Lung abnormality,RAD-ChestXR
I19402,MRI,Brain,Abdomen abnormality,MIDRC
I19403,CT,Abdomen,Lung abnormality,RAD-ChestXR
I19404,MRI,Abdomen,Brain abnormality,MIDRC
I19405,CT,Brain,Abdomen abnormality,RAD-ChestXR
I19406,MRI,Lung,Brain abnormality,MIDRC
I19407,CT,Brain,Abdomen abnormality,RAD-ChestXR
I19408,MRI,Brain,Brain abnormality,MIDRC
I19409,CT,Brain,Muscle abnormality,RAD-ChestXR
I19410,MRI,Lung,Muscle abnormality,MIDRC
I19411,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I19412,MRI,Brain,Lung abnormality,MIDRC
I19413,CT,Muscle,Brain abnormality,RAD-ChestXR
I19414,MRI,Muscle,Lung abnormality,MIDRC
I19415,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I19416,MRI,Abdomen,Muscle abnormality,MIDRC
I19417,CT,Brain,Muscle abnormality,RAD-ChestXR
I19418,MRI,Muscle,Muscle abnormality,MIDRC
I19419,CT,Lung,Abdomen abnormality,RAD-ChestXR
I19420,MRI,Lung,Brain abnormality,MIDRC
I19421,CT,Muscle,Brain abnormality,RAD-ChestXR
I19422,MRI,Abdomen,Abdomen abnormality,MIDRC
I19423,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I19424,MRI,Abdomen,Lung abnormality,MIDRC
I19425,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I19426,MRI,Lung,Lung abnormality,MIDRC
I19427,CT,Abdomen,Brain abnormality,RAD-ChestXR
I19428,MRI,Brain,Muscle abnormality,MIDRC
I19429,CT,Lung,Lung abnormality,RAD-ChestXR
I19430,MRI,Brain,Brain abnormality,MIDRC
I19431,CT,Lung,Brain abnormality,RAD-ChestXR
I19432,MRI,Brain,Muscle abnormality,MIDRC
I19433,CT,Brain,Brain abnormality,RAD-ChestXR
I19434,MRI,Abdomen,Abdomen abnormality,MIDRC
I19435,CT,Abdomen,Brain abnormality,RAD-ChestXR
I19436,MRI,Abdomen,Lung abnormality,MIDRC
I19437,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I19438,MRI,Brain,Abdomen abnormality,MIDRC
I19439,CT,Muscle,Muscle abnormality,RAD-ChestXR
I19440,MRI,Abdomen,Lung abnormality,MIDRC
I19441,CT,Muscle,Brain abnormality,RAD-ChestXR
I19442,MRI,Lung,Abdomen abnormality,MIDRC
I19443,CT,Brain,Brain abnormality,RAD-ChestXR
I19444,MRI,Abdomen,Lung abnormality,MIDRC
I19445,CT,Brain,Lung abnormality,RAD-ChestXR
I19446,MRI,Lung,Muscle abnormality,MIDRC
I19447,CT,Abdomen,Lung abnormality,RAD-ChestXR
I19448,MRI,Lung,Abdomen abnormality,MIDRC
I19449,CT,Muscle,Brain abnormality,RAD-ChestXR
I19450,MRI,Lung,Lung abnormality,MIDRC
I19451,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I19452,MRI,Brain,Lung abnormality,MIDRC
I19453,CT,Lung,Muscle abnormality,RAD-ChestXR
I19454,MRI,Abdomen,Abdomen abnormality,MIDRC
I19455,CT,Abdomen,Brain abnormality,RAD-ChestXR
I19456,MRI,Brain,Abdomen abnormality,MIDRC
I19457,CT,Muscle,Muscle abnormality,RAD-ChestXR
I19458,MRI,Brain,Lung abnormality,MIDRC
I19459,CT,Muscle,Lung abnormality,RAD-ChestXR
I19460,MRI,Muscle,Lung abnormality,MIDRC
I19461,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I19462,MRI,Brain,Abdomen abnormality,MIDRC
I19463,CT,Lung,Brain abnormality,RAD-ChestXR
I19464,MRI,Abdomen,Abdomen abnormality,MIDRC
I19465,CT,Lung,Muscle abnormality,RAD-ChestXR
I19466,MRI,Brain,Brain abnormality,MIDRC
I19467,CT,Muscle,Brain abnormality,RAD-ChestXR
I19468,MRI,Lung,Muscle abnormality,MIDRC
I19469,CT,Brain,Muscle abnormality,RAD-ChestXR
I19470,MRI,Abdomen,Lung abnormality,MIDRC
I19471,CT,Muscle,Muscle abnormality,RAD-ChestXR
I19472,MRI,Abdomen,Brain abnormality,MIDRC
I19473,CT,Lung,Muscle abnormality,RAD-ChestXR
I19474,MRI,Muscle,Lung abnormality,MIDRC
I19475,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I19476,MRI,Muscle,Muscle abnormality,MIDRC
I19477,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I19478,MRI,Lung,Muscle abnormality,MIDRC
I19479,CT,Lung,Abdomen abnormality,RAD-ChestXR
I19480,MRI,Brain,Abdomen abnormality,MIDRC
I19481,CT,Abdomen,Lung abnormality,RAD-ChestXR
I19482,MRI,Lung,Abdomen abnormality,MIDRC
I19483,CT,Abdomen,Brain abnormality,RAD-ChestXR
I19484,MRI,Lung,Brain abnormality,MIDRC
I19485,CT,Brain,Brain abnormality,RAD-ChestXR
I19486,MRI,Muscle,Lung abnormality,MIDRC
I19487,CT,Abdomen,Brain abnormality,RAD-ChestXR
I19488,MRI,Abdomen,Abdomen abnormality,MIDRC
I19489,CT,Abdomen,Lung abnormality,RAD-ChestXR
I19490,MRI,Lung,Lung abnormality,MIDRC
I19491,CT,Brain,Muscle abnormality,RAD-ChestXR
I19492,MRI,Muscle,Abdomen abnormality,MIDRC
I19493,CT,Brain,Muscle abnormality,RAD-ChestXR
I19494,MRI,Abdomen,Abdomen abnormality,MIDRC
I19495,CT,Muscle,Muscle abnormality,RAD-ChestXR
I19496,MRI,Abdomen,Abdomen abnormality,MIDRC
I19497,CT,Muscle,Muscle abnormality,RAD-ChestXR
I19498,MRI,Brain,Abdomen abnormality,MIDRC
I19499,CT,Brain,Abdomen abnormality,RAD-ChestXR
I19500,MRI,Muscle,Muscle abnormality,MIDRC
I19501,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I19502,MRI,Abdomen,Muscle abnormality,MIDRC
I19503,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I19504,MRI,Abdomen,Abdomen abnormality,MIDRC
I19505,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I19506,MRI,Lung,Abdomen abnormality,MIDRC
I19507,CT,Brain,Abdomen abnormality,RAD-ChestXR
I19508,MRI,Abdomen,Abdomen abnormality,MIDRC
I19509,CT,Muscle,Muscle abnormality,RAD-ChestXR
I19510,MRI,Abdomen,Brain abnormality,MIDRC
I19511,CT,Muscle,Lung abnormality,RAD-ChestXR
I19512,MRI,Lung,Muscle abnormality,MIDRC
I19513,CT,Muscle,Brain abnormality,RAD-ChestXR
I19514,MRI,Muscle,Abdomen abnormality,MIDRC
I19515,CT,Muscle,Muscle abnormality,RAD-ChestXR
I19516,MRI,Lung,Brain abnormality,MIDRC
I19517,CT,Muscle,Lung abnormality,RAD-ChestXR
